anime_id,related_anime_id,relation_type
15439,11355,Other
15439,25143,Other
15439,31815,Other
11615,9774,Alternative version
11615,10671,Prequel
11615,12921,Side story
2646,2675,Other
3887,2159,Parent story
9426,9533,Sequel
34743,10756,Alternative version
36456,33486,Prequel
36456,36896,Other
32808,32820,Parent story
35494,1663,Alternative version
35494,4926,Alternative version
35494,23585,Alternative version
35494,33474,Alternative version
1585,3695,Alternative version
18499,18497,Prequel
32259,2038,Parent story
32259,2039,Parent story
32259,2044,Parent story
32259,2080,Parent story
32259,3660,Parent story
415,6625,Alternative version
36991,1412,Other
2206,652,Parent story
14333,17969,Alternative setting
10947,2449,Parent story
23007,17521,Parent story
3222,274,Full story
3222,2176,Prequel
3222,3223,Sequel
3371,820,Parent story
3371,3665,Sequel
5375,29445,Side story
1204,6094,Alternative version
9706,5356,Full story
29999,20471,Other
1092,80,Full story
1092,85,Sequel
1092,1091,Prequel
2652,2655,Other
35062,32902,Prequel
35062,36501,Other
35062,36502,Other
35062,37031,Summary
30704,9627,Other
30704,10908,Other
4195,2403,Prequel
6152,317,Full story
127,128,Sequel
37224,10457,Other
37224,14995,Other
31362,33154,Sequel
31967,16385,Parent story
31967,31851,Other
31156,25283,Prequel
1199,2710,Side story
1199,10114,Side story
1199,31033,Side story
1199,31034,Side story
1199,36620,Side story
1199,28581,Character
1199,28583,Character
1199,32773,Other
9332,48,Other
9332,298,Other
9332,873,Other
9332,10390,Side story
10573,5751,Prequel
10573,13073,Side story
24681,2544,Full story
2080,2038,Parent story
2080,2039,Parent story
2080,2044,Parent story
2080,3660,Parent story
2080,32259,Other
30363,29027,Prequel
30363,30365,Side story
30363,32409,Side story
30363,36688,Sequel
9391,2987,Alternative version
23607,23609,Side story
35789,31783,Prequel
37172,36847,Parent story
707,289,Parent story
36652,2594,Alternative version
5871,4395,Other
5871,30018,Other
2714,1643,Character
2714,2057,Character
2714,2082,Sequel
2714,2779,Other
8891,8890,Prequel
4866,5391,Prequel
17403,10755,Alternative version
7768,10923,Side story
7768,11341,Sequel
7768,31486,Other
7768,33308,Other
18149,16317,Prequel
14827,3627,Prequel
14827,17020,Side story
13517,21561,Other
30159,10812,Other
30159,30158,Other
30537,9941,Other
23177,328,Parent story
6377,4872,Prequel
6377,7044,Sequel
33344,1049,Alternative version
33344,26303,Alternative version
32956,35002,Side story
32956,37678,Side story
32956,35590,Other
32956,36874,Other
32956,37241,Other
5753,1534,Spin-off
5753,1929,Spin-off
5753,1932,Spin-off
5753,3692,Spin-off
5753,5684,Spin-off
5753,8133,Sequel
5753,10549,Prequel
14513,18115,Sequel
14513,31741,Prequel
33514,33138,Prequel
2952,317,Alternative version
2952,6151,Side story
33391,33388,Other
33391,33389,Other
33391,33390,Other
36990,23623,Prequel
24417,2716,Prequel
36894,34502,Prequel
36894,37553,Other
1042,1041,Prequel
1042,3007,Spin-off
37095,33352,Prequel
25967,25965,Prequel
25967,35921,Sequel
9165,1550,Parent story
30583,28779,Prequel
3035,30571,Sequel
2633,2471,Parent story
2633,7045,Other
7580,4196,Prequel
7580,8507,Side story
7580,11255,Sequel
2391,80,Parent story
4028,1172,Prequel
4028,5233,Sequel
34474,33037,Alternative version
34474,37008,Sequel
31098,842,Alternative version
31098,29854,Prequel
16912,11809,Prequel
16912,16726,Sequel
3432,3837,Prequel
2456,32041,Sequel
6851,23267,Alternative version
20539,32876,Alternative setting
33035,15911,Parent story
34602,37044,Sequel
16706,15117,Prequel
189,190,Sequel
189,191,Side story
189,192,Side story
189,963,Side story
189,3247,Summary
27509,4654,Character
27509,6213,Character
27509,27829,Character
1441,1206,Spin-off
1441,7112,Alternative version
878,33048,Alternative version
35710,5267,Character
2573,25071,Summary
35305,30151,Other
34300,36318,Sequel
25077,23037,Other
31680,33013,Sequel
31680,33417,Sequel
14811,21635,Sequel
12223,168,Full story
12223,10592,Prequel
3896,5890,Sequel
17090,17086,Alternative version
17090,17088,Alternative version
31133,249,Other
924,925,Prequel
924,926,Sequel
11703,15633,Side story
2962,1313,Parent story
17423,25601,Summary
32697,33618,Other
35859,971,Character
35859,5249,Character
35859,1983,Other
35859,4070,Other
9441,6586,Prequel
10810,6609,Prequel
2825,7786,Alternative version
9289,14175,Side story
9289,21103,Character
34257,23587,Parent story
34257,34489,Other
34257,35346,Side story
34257,35805,Side story
34257,35883,Sequel
33010,227,Prequel
33010,35842,Sequel
30137,31904,Other
33588,27413,Parent story
5686,20995,Other
33739,33753,Sequel
9376,4773,Prequel
8961,7591,Alternative version
8961,10324,Sequel
5081,6948,Summary
5081,11597,Sequel
5081,15689,Prequel
5081,30514,Other
5081,32268,Side story
5621,6133,Sequel
5503,13423,Character
37360,19051,Prequel
29093,17729,Prequel
29093,29095,Sequel
29093,31324,Side story
36492,37352,Other
20987,18497,Other
29927,14471,Alternative version
29927,16664,Alternative version
29927,22497,Alternative version
5324,1387,Spin-off
14247,6462,Other
14247,8181,Other
14247,11537,Other
14247,11799,Other
14247,14231,Other
2300,1459,Alternative version
16934,14741,Prequel
16934,18671,Sequel
3067,711,Prequel
3067,1651,Alternative version
34756,31640,Other
34787,23135,Prequel
34787,36925,Other
34787,37398,Other
22435,90,Other
31478,32867,Sequel
31478,34944,Other
6587,5079,Full story
5474,6077,Spin-off
2593,3782,Sequel
2593,6624,Summary
2593,23697,Other
33091,33190,Sequel
4444,4443,Prequel
4444,10526,Sequel
23273,28069,Prequel
5348,235,Parent story
5348,4447,Parent story
13993,6787,Prequel
24029,1559,Summary
24029,11813,Parent story
1002,949,Prequel
1002,1911,Alternative version
1002,20547,Other
1460,1459,Prequel
1741,964,Parent story
31848,33201,Side story
28563,35163,Alternative version
28563,35164,Alternative version
5190,3983,Prequel
32051,21,Parent story
36043,36038,Prequel
33026,3915,Alternative setting
33026,35254,Sequel
8740,21,Parent story
8740,4155,Sequel
9325,3239,Parent story
11609,10541,Prequel
1253,1257,Prequel
1253,3515,Sequel
31853,9544,Prequel
645,135,Prequel
8133,1534,Spin-off
8133,1929,Spin-off
8133,1932,Spin-off
8133,3692,Spin-off
8133,5684,Spin-off
8133,7645,Spin-off
8133,12221,Spin-off
8133,5753,Prequel
8133,9979,Sequel
31537,21843,Other
35590,32956,Other
28907,31637,Sequel
1046,1045,Prequel
487,241,Prequel
10470,27631,Sequel
4886,249,Parent story
31056,27525,Parent story
435,1563,Sequel
435,1954,Alternative version
5953,518,Alternative version
5953,6492,Side story
5953,30298,Side story
36726,36950,Other
243,507,Side story
37141,35840,Other
28915,7062,Full story
5034,4581,Prequel
5034,6344,Side story
5034,7108,Side story
32415,23311,Prequel
32415,28539,Sequel
11339,9776,Prequel
7452,4104,Other
900,813,Parent story
900,22695,Other
5900,1695,Alternative version
33323,30709,Prequel
9608,12437,Other
17020,14827,Parent story
9917,9107,Parent story
9917,10740,Alternative version
35626,37164,Sequel
23659,1371,Other
5710,516,Parent story
5710,11299,Side story
28825,30991,Sequel
28825,35376,Sequel
28825,31234,Alternative version
6964,392,Prequel
6964,2125,Other
6964,2126,Other
21409,23587,Other
20431,24471,Side story
20431,35075,Sequel
30481,1491,Other
30385,31736,Side story
262,261,Prequel
19613,185,Full story
19613,28881,Sequel
25661,3345,Prequel
705,112,Parent story
705,765,Prequel
7667,2222,Parent story
7290,6872,Prequel
33192,971,Character
22113,10456,Other
22113,12487,Other
33392,30531,Other
33392,33911,Other
33392,33912,Other
33392,33457,Sequel
35453,32785,Parent story
12637,9907,Other
12637,9930,Other
12637,11033,Other
12637,14951,Other
12637,20877,Other
12637,15051,Parent story
21039,30925,Prequel
7135,6050,Prequel
7135,33478,Sequel
10101,9328,Character
1422,1412,Parent story
13465,13177,Alternative setting
35840,37141,Other
16694,11499,Prequel
16694,13055,Sequel
24803,27849,Alternative version
4789,2924,Prequel
4789,6401,Prequel
8366,966,Parent story
8366,2172,Sequel
8366,8365,Prequel
1205,3401,Side story
7262,36033,Other
7059,11285,Alternative version
7059,12079,Prequel
31560,30384,Prequel
34086,30911,Prequel
36569,33834,Other
29837,3614,Full story
18357,1960,Parent story
18357,18355,Other
3652,1889,Prequel
31621,31091,Character
8228,2012,Parent story
11841,9806,Prequel
11841,11835,Sequel
11841,29935,Spin-off
11841,29937,Spin-off
11841,33278,Spin-off
11841,36732,Spin-off
15951,11235,Other
13207,30753,Parent story
13207,35140,Alternative version
13207,35141,Alternative version
13207,35142,Alternative version
13207,35143,Alternative version
31965,30156,Sequel
31965,30519,Prequel
12685,1575,Spin-off
17811,13259,Other
17811,13309,Other
17811,13373,Other
17811,13375,Other
17811,17791,Other
17811,17813,Other
17811,17815,Other
17811,17819,Other
35946,23755,Other
30649,3006,Prequel
2473,2474,Sequel
34662,36327,Summary
34662,36729,Summary
10191,12991,Side story
16910,17855,Side story
6511,5070,Prequel
6511,9274,Side story
1962,6579,Side story
2405,2227,Prequel
12049,6702,Parent story
12049,17535,Prequel
12049,30778,Other
3444,12851,Alternative setting
3444,17621,Alternative setting
3444,30122,Alternative setting
3444,28149,Other
6065,3205,Other
22673,16894,Other
1185,1186,Alternative version
11079,20039,Side story
2512,235,Parent story
30999,31000,Sequel
2328,2327,Alternative version
2328,2329,Prequel
17655,10808,Full story
23583,283,Full story
27723,2738,Sequel
27723,27721,Prequel
949,1002,Sequel
949,1911,Alternative version
949,5462,Summary
949,24123,Summary
949,7248,Side story
474,1088,Prequel
474,1211,Alternative version
474,1397,Sequel
21275,21277,Other
4794,527,Parent story
4794,1119,Other
33034,23269,Prequel
343,2580,Side story
9793,5507,Alternative setting
29101,17729,Parent story
29101,31324,Sequel
29744,29743,Other
28717,3886,Character
28717,4389,Character
25519,32826,Other
25519,34284,Prequel
25519,34445,Sequel
25519,36798,Summary
24227,27787,Parent story
24227,32553,Other
5603,2505,Alternative version
5603,3941,Character
11919,3081,Prequel
35770,512,Alternative version
35770,2225,Alternative version
35770,2406,Alternative version
4705,2001,Alternative setting
4705,8348,Sequel
632,276,Parent story
636,635,Prequel
3318,147,Alternative version
16347,10513,Prequel
3614,29837,Summary
3820,3821,Sequel
2181,1151,Spin-off
34973,15051,Other
34973,32526,Prequel
34973,37027,Sequel
3394,1087,Spin-off
13679,508,Prequel
3060,10313,Summary
33221,31973,Alternative version
33221,35949,Sequel
3676,3098,Spin-off
3676,3596,Spin-off
3676,6577,Sequel
25491,25267,Prequel
6030,7322,Side story
4134,1735,Parent story
369,37451,Other
37098,32819,Parent story
6209,1397,Parent story
1690,12877,Summary
28517,29730,Sequel
28517,33515,Other
10549,4703,Parent story
10549,5753,Sequel
5751,4053,Prequel
5751,6999,Side story
5751,10573,Sequel
2341,1353,Alternative version
2341,2342,Sequel
2341,2360,Sequel
2341,2359,Summary
1472,1471,Prequel
1472,1473,Sequel
1472,1475,Side story
1472,1476,Side story
380,123,Prequel
380,381,Sequel
15059,18,Prequel
15059,22507,Sequel
3038,2755,Other
3038,3220,Other
32267,31995,Other
32267,33979,Sequel
5475,3915,Alternative setting
6579,1962,Parent story
37515,34599,Full story
37515,37514,Prequel
32151,21573,Other
1754,293,Prequel
33964,32998,Full story
30176,7528,Alternative version
1150,207,Character
1150,515,Prequel
63,1817,Side story
1597,293,Sequel
2303,2302,Prequel
2303,2305,Sequel
11017,9346,Prequel
11017,14913,Sequel
25599,3290,Other
25599,4420,Other
2706,2705,Prequel
2706,2709,Sequel
2706,9858,Side story
31964,33486,Sequel
31964,33929,Side story
31964,35262,Summary
6794,5079,Parent story
13851,13663,Parent story
13851,28979,Parent story
1638,2576,Character
1638,23739,Summary
28885,27519,Other
31851,16385,Prequel
31851,31967,Other
14829,356,Alternative setting
14829,18851,Side story
14829,19109,Side story
14829,20509,Sequel
33119,24765,Other
13731,237,Full story
34924,5693,Alternative version
14893,12549,Prequel
2062,2061,Prequel
2062,2063,Sequel
36494,21603,Alternative version
36494,30913,Other
36494,34318,Other
36494,35752,Other
36494,37507,Other
32821,32820,Prequel
32821,34676,Sequel
32821,37099,Side story
30942,4459,Parent story
30942,35176,Alternative version
5032,5031,Prequel
3786,30,Alternative version
3786,3785,Prequel
4382,849,Prequel
4382,7311,Sequel
4382,26351,Spin-off
28207,17731,Prequel
28207,31566,Sequel
5764,3712,Parent story
10715,10714,Prequel
10715,10716,Sequel
2243,3726,Side story
34519,23259,Parent story
32142,6525,Other
29822,17187,Other
29822,29821,Prequel
29822,29861,Sequel
8287,80,Parent story
8287,8132,Alternative version
27629,17267,Prequel
27629,31486,Sequel
4387,1985,Other
2120,2116,Parent story
31919,23135,Other
4282,4280,Prequel
4282,5204,Sequel
4282,6624,Summary
4282,23697,Other
6068,533,Prequel
22591,1035,Prequel
14189,12445,Prequel
32215,24703,Prequel
32215,34281,Sequel
36761,32383,Prequel
36761,35067,Parent story
34776,12471,Prequel
28283,21497,Prequel
28283,30390,Other
3425,25085,Summary
3425,35593,Sequel
33338,21,Parent story
33338,31490,Sequel
11445,1127,Alternative version
10418,6880,Parent story
37097,32818,Parent story
31859,32561,Side story
2209,1183,Alternative setting
1410,3270,Prequel
9000,19117,Spin-off
31128,28249,Full story
36269,235,Other
20767,20507,Parent story
20767,30885,Other
37348,37347,Other
3729,3728,Prequel
27619,24531,Alternative version
27619,30739,Side story
9790,8407,Prequel
9790,12783,Sequel
30915,24439,Full story
8134,516,Parent story
5397,3738,Prequel
5397,10513,Sequel
35921,25967,Prequel
3841,6024,Sequel
27663,21185,Prequel
30349,30343,Prequel
9988,1569,Prequel
4009,2195,Other
32930,22043,Parent story
9465,9252,Prequel
9465,9724,Sequel
9465,22433,Alternative version
31044,34198,Other
22541,28185,Sequel
37357,37356,Prequel
37357,37413,Sequel
34669,34410,Prequel
9731,7592,Full story
9731,11083,Sequel
664,121,Full story
23317,22145,Prequel
23317,31812,Sequel
30061,2916,Full story
34284,25519,Sequel
34284,36798,Sequel
34284,34374,Alternative version
34284,34375,Alternative version
34284,34376,Alternative version
2623,2553,Full story
11889,10278,Prequel
11889,14835,Sequel
32699,36835,Other
32699,36836,Other
35838,36468,Other
20723,10893,Full story
20723,15359,Full story
20723,19703,Full story
9202,6500,Parent story
36160,29089,Prequel
37033,356,Parent story
7053,16638,Sequel
13117,6895,Alternative version
13117,9723,Alternative version
13117,13119,Sequel
6841,6840,Prequel
36561,36491,Prequel
36561,37176,Parent story
10928,6023,Prequel
1675,927,Sequel
1675,2268,Alternative setting
712,763,Spin-off
712,764,Spin-off
712,1746,Spin-off
712,37395,Other
23009,17521,Parent story
20009,29924,Alternative version
27455,27451,Prequel
27455,27457,Sequel
961,36937,Alternative version
31280,22273,Parent story
31280,24037,Parent story
3514,5089,Sequel
16059,11745,Prequel
395,384,Prequel
395,32071,Other
33360,30711,Other
4421,2367,Parent story
24847,932,Other
33903,31174,Other
31827,31318,Parent story
1584,423,Prequel
2614,302,Parent story
2443,4848,Sequel
36551,36486,Sequel
36551,36549,Prequel
36551,37028,Other
10015,481,Other
10015,482,Other
10015,3972,Other
10015,21639,Other
10015,34866,Other
10015,15489,Sequel
10015,16574,Side story
35129,508,Parent story
35880,31783,Full story
36934,2116,Alternative version
34615,32454,Parent story
7621,4095,Alternative version
7621,30967,Alternative version
36327,34662,Full story
30365,30363,Parent story
9982,6702,Parent story
29718,7193,Alternative version
29718,26279,Alternative version
29718,28053,Alternative version
2099,1517,Alternative version
2099,2100,Sequel
7264,5049,Prequel
24175,17157,Parent story
15673,11487,Character
15673,19137,Character
312,314,Prequel
21507,3588,Parent story
23847,14813,Prequel
23847,33161,Side story
29085,23305,Other
33050,33049,Prequel
10812,6383,Alternative version
10812,30158,Other
10812,30159,Other
989,988,Sequel
215,216,Sequel
8840,6973,Full story
20931,23427,Sequel
7113,80,Other
31643,31644,Other
34852,30386,Prequel
20963,18941,Parent story
16512,18799,Other
1342,1341,Prequel
1342,1343,Sequel
5994,8522,Summary
13667,1735,Parent story
34393,34392,Other
4872,3228,Prequel
4872,6377,Sequel
32684,1532,Parent story
1927,2147,Other
1927,4149,Other
1927,6061,Other
8316,5005,Character
8316,8196,Sequel
10276,22,Parent story
34754,34927,Sequel
6438,235,Parent story
5223,19875,Alternative version
72,71,Parent story
72,73,Parent story
2800,723,Summary
2800,2801,Side story
2800,2802,Side story
10282,6277,Sequel
25537,356,Alternative version
25537,6922,Alternative version
25537,22297,Alternative version
25537,11741,Prequel
25537,33049,Sequel
36439,31765,Other
9536,15069,Sequel
33242,18247,Parent story
34375,34284,Alternative version
34375,34374,Prequel
34375,34376,Sequel
34375,35472,Other
16700,934,Parent story
20353,35121,Sequel
33208,30901,Parent story
9007,1960,Parent story
6948,5081,Full story
4154,3915,Alternative setting
25517,235,Alternative setting
25517,2514,Spin-off
25517,8310,Alternative version
25987,2553,Other
25987,6468,Other
17791,13259,Other
17791,13309,Other
17791,13373,Other
17791,13375,Other
17791,17811,Other
17791,17813,Other
17791,17815,Other
17791,17819,Other
34366,33377,Other
5962,288,Spin-off
5962,8410,Sequel
36483,33046,Prequel
22975,2671,Other
22975,21493,Other
22975,3130,Parent story
34798,37341,Side story
32773,1199,Other
23305,16472,Prequel
23305,29085,Other
34723,32615,Other
34723,34742,Sequel
1431,1412,Parent story
33023,33018,Alternative setting
33023,34863,Sequel
33023,36444,Summary
844,250,Parent story
17717,81,Parent story
11589,10459,Prequel
2625,2471,Parent story
2625,2678,Other
37390,18491,Prequel
37390,37391,Sequel
962,477,Prequel
962,2563,Sequel
962,5244,Side story
37491,36838,Prequel
37611,34836,Prequel
37611,37739,Sequel
9078,9077,Prequel
9447,7420,Prequel
36981,33727,Prequel
6880,10418,Side story
5303,2254,Full story
6625,415,Alternative version
6625,35575,Other
21679,17777,Other
7329,508,Parent story
7329,22467,Other
37484,34905,Prequel
32902,35062,Sequel
28385,2104,Alternative version
4094,35219,Character
4094,36517,Other
4186,6368,Prequel
7740,6633,Parent story
7740,6704,Prequel
8985,7785,Parent story
13183,10087,Full story
37272,34712,Parent story
12895,12887,Parent story
1631,237,Full story
108,107,Prequel
22819,15061,Parent story
22819,28723,Side story
381,124,Sequel
381,380,Prequel
32876,20539,Alternative setting
6939,3496,Prequel
6939,7985,Prequel
1771,23,Prequel
1771,7793,Sequel
22821,18241,Prequel
22821,30470,Sequel
22821,37115,Side story
13233,593,Other
25081,2913,Full story
17601,25609,Alternative version
34414,30016,Prequel
34414,34533,Other
695,694,Other
34443,551,Prequel
34443,33566,Alternative version
23385,18153,Sequel
34103,32189,Prequel
34103,33028,Prequel
34103,34152,Prequel
4104,7452,Other
18845,4936,Alternative version
18845,30177,Side story
22543,36052,Sequel
1708,9043,Alternative version
13659,10020,Prequel
13659,18857,Sequel
13659,19287,Other
13659,19845,Other
13659,23363,Other
21185,27663,Sequel
2065,2064,Prequel
8624,552,Spin-off
8624,859,Spin-off
8624,874,Spin-off
8624,1132,Spin-off
8624,1313,Spin-off
8624,10444,Sequel
33456,31706,Other
3870,19683,Side story
36836,32699,Other
36836,36835,Other
36836,34034,Character
182,393,Alternative version
2994,1535,Full story
36246,34670,Prequel
36246,36624,Other
31471,30438,Other
25029,25027,Prequel
32511,14131,Other
9282,1685,Parent story
274,2176,Summary
274,3222,Summary
274,3223,Summary
274,3349,Sequel
274,5859,Sequel
1190,22,Parent story
2692,1341,Other
2692,2252,Other
2692,2253,Other
2692,2355,Other
6401,4789,Sequel
36605,36604,Prequel
36605,36606,Sequel
3297,2563,Prequel
3297,4772,Side story
3297,5196,Side story
3297,29893,Sequel
21863,24475,Side story
1796,424,Parent story
235,779,Side story
235,780,Side story
235,781,Side story
235,1363,Side story
235,1364,Side story
235,1365,Side story
235,1366,Side story
235,1367,Side story
235,1368,Side story
235,1369,Side story
235,1505,Side story
235,1506,Side story
235,2171,Side story
235,2512,Side story
235,2513,Side story
235,2514,Side story
235,2515,Side story
235,2597,Side story
235,4447,Side story
235,5348,Side story
235,5460,Side story
235,6115,Side story
235,6198,Side story
235,6231,Side story
235,6438,Side story
235,6467,Side story
235,8331,Side story
235,8609,Side story
235,9785,Side story
235,9786,Side story
235,9963,Side story
235,10531,Side story
235,10703,Side story
235,12117,Side story
235,13837,Side story
235,13839,Side story
235,14735,Side story
235,21419,Side story
235,21867,Side story
235,24169,Side story
235,28479,Side story
235,32005,Side story
235,34430,Side story
235,35798,Side story
235,5578,Other
235,10766,Other
235,33145,Other
235,33146,Other
235,33148,Other
235,33149,Other
235,33150,Other
235,33152,Other
235,35901,Other
235,36269,Other
235,36760,Other
235,7303,Summary
235,9839,Summary
235,8310,Alternative setting
235,25517,Alternative setting
235,34036,Alternative version
2201,1564,Parent story
12863,10257,Prequel
12863,17249,Sequel
12863,21707,Alternative version
12863,22215,Summary
12863,36925,Other
1263,5411,Side story
2143,129,Sequel
2143,9088,Prequel
15431,12119,Prequel
37294,36148,Prequel
3225,2963,Prequel
3225,5162,Sequel
1435,1425,Parent story
37283,34901,Prequel
34391,31973,Prequel
34391,35949,Summary
10604,8630,Prequel
5538,6444,Parent story
30745,18153,Other
30745,25015,Other
10396,12447,Other
7591,8961,Alternative version
7591,10324,Alternative version
7591,9794,Other
23935,21,Character
23935,813,Character
23935,3545,Character
23935,23933,Prequel
19581,35557,Alternative version
23597,633,Other
35842,33010,Prequel
23969,7523,Other
23969,23971,Other
23969,23973,Alternative setting
32338,33573,Parent story
32338,34252,Other
32338,34412,Other
30464,23233,Other
31485,32717,Parent story
31485,32806,Other
29755,20583,Full story
29755,30364,Sequel
17719,3356,Alternative version
34178,33733,Parent story
35632,7261,Character
33253,30869,Alternative version
33253,30870,Alternative version
33253,31580,Prequel
33253,32015,Side story
31405,33129,Side story
4896,934,Alternative setting
4896,7568,Spin-off
8245,8410,Parent story
15807,10572,Prequel
15807,16051,Sequel
15807,20155,Other
11497,18967,Alternative version
11497,28543,Alternative version
11497,35099,Alternative version
11497,35100,Alternative version
11497,35149,Alternative version
11497,36559,Other
37664,35219,Other
30795,31883,Side story
30795,34623,Side story
16568,16564,Sequel
7303,235,Full story
3783,3782,Prequel
3783,4280,Sequel
3783,6624,Summary
3783,23697,Other
31566,28207,Prequel
31566,32274,Sequel
31035,14349,Character
31035,16774,Parent story
32553,27787,Parent story
36418,33240,Prequel
33724,30757,Sequel
33724,34475,Side story
2077,2076,Parent story
2077,3245,Sequel
2716,24417,Sequel
31517,2389,Other
31517,18365,Other
31517,31699,Other
31630,32946,Other
31630,37490,Sequel
304,49,Prequel
27601,18671,Prequel
36604,36603,Prequel
36604,36605,Sequel
36729,34662,Full story
31575,5200,Alternative version
24699,539,Other
24699,28531,Summary
5098,7779,Alternative version
3037,2400,Parent story
33102,31414,Full story
33689,33909,Other
33689,33910,Other
27783,31966,Alternative version
27783,37655,Sequel
24781,32548,Other
260,259,Alternative version
260,261,Sequel
260,7579,Side story
7654,6211,Full story
3759,2476,Parent story
33663,577,Other
2558,2548,Prequel
2558,23741,Summary
30097,30096,Prequel
30097,30098,Sequel
31696,31697,Side story
6098,6885,Side story
6709,53,Parent story
1146,539,Prequel
1146,540,Sequel
25183,31561,Summary
30150,13819,Prequel
30150,13821,Sequel
30150,13825,Side story
30150,13827,Side story
30150,13831,Side story
30150,35311,Other
30150,35312,Other
403,649,Alternative version
403,797,Sequel
2553,2623,Summary
2553,24679,Summary
2553,2624,Alternative version
2553,21433,Other
2553,37423,Side story
11737,9919,Parent story
11737,13677,Other
12679,15591,Sequel
30178,9941,Full story
32324,36565,Other
10541,11609,Sequel
10541,11611,Other
11161,10079,Prequel
5159,3553,Other
5159,5587,Sequel
10122,9213,Parent story
18061,3009,Full story
24231,20853,Prequel
24231,24261,Side story
3509,3511,Sequel
35297,1193,Parent story
1515,1080,Other
2658,2471,Parent story
37675,35073,Prequel
2901,3545,Parent story
33733,5231,Alternative setting
33733,33735,Side story
33733,34178,Side story
33733,37814,Prequel
36688,30363,Prequel
7430,250,Parent story
21751,16472,Other
33033,30375,Prequel
33033,33362,Sequel
15911,19029,Side story
15911,33035,Other
28371,2222,Parent story
2298,93,Prequel
2298,94,Sequel
1762,28249,Alternative version
8304,2162,Prequel
22471,8108,Other
32274,31566,Prequel
35809,35778,Other
35809,35800,Other
37284,36979,Prequel
4786,2403,Full story
36242,31490,Other
36242,36241,Other
13507,13503,Parent story
490,5419,Sequel
25383,8687,Parent story
3586,2374,Character
3586,2377,Character
3586,3587,Sequel
5848,14537,Other
34622,3146,Alternative version
4910,1564,Parent story
4910,2201,Other
1045,1046,Sequel
14199,15881,Side story
5674,5398,Sequel
20225,15815,Other
20225,20207,Other
20225,20235,Other
31071,32408,Side story
1225,300,Prequel
13409,3001,Prequel
13409,31568,Other
3511,3509,Prequel
135,645,Sequel
135,2336,Summary
135,10765,Alternative version
25999,10260,Character
25999,21427,Prequel
25999,30489,Other
25999,31445,Sequel
27589,23149,Sequel
27589,29835,Side story
29852,33750,Sequel
35120,2252,Alternative version
35120,2354,Alternative version
35120,37590,Summary
29283,2699,Sequel
1080,1515,Other
34445,25519,Prequel
8248,2582,Spin-off
32108,25687,Prequel
32108,32551,Sequel
31065,28791,Alternative version
31065,31064,Alternative version
37346,28221,Prequel
1664,1665,Alternative version
1664,1666,Alternative version
7571,148,Parent story
4811,1888,Prequel
35602,34822,Full story
8356,7175,Sequel
8356,8355,Prequel
1732,1546,Parent story
23133,25543,Summary
20541,22071,Side story
20541,23227,Side story
10079,11161,Sequel
2098,2454,Prequel
28423,23179,Other
28423,31610,Sequel
3726,2243,Parent story
9972,2257,Full story
18575,18573,Sequel
29515,29511,Other
29515,29513,Other
29515,29517,Other
489,3449,Side story
22953,20873,Parent story
9488,3087,Prequel
5967,1707,Prequel
5967,5968,Sequel
5967,6310,Side story
10098,5678,Parent story
4640,4639,Full story
30444,24977,Other
366,4718,Side story
366,6443,Prequel
161,9568,Side story
161,33185,Sequel
447,446,Sequel
447,1024,Sequel
8360,966,Parent story
8360,6460,Prequel
8360,8361,Sequel
36865,34238,Other
8156,7619,Parent story
7596,9598,Alternative version
7596,11785,Alternative version
10856,10855,Prequel
1288,324,Alternative version
1288,1095,Sequel
1288,33741,Other
1288,35743,Other
5056,4136,Parent story
29860,29821,Sequel
2839,2837,Sequel
669,240,Spin-off
669,1591,Alternative version
6927,5630,Full story
30605,30131,Character
9379,10638,Sequel
2605,3228,Sequel
2605,3674,Summary
2605,10469,Side story
6747,8211,Summary
9471,6347,Prequel
9471,8516,Sequel
9471,10431,Side story
9471,31298,Alternative version
21561,13517,Other
21561,25117,Side story
5006,2279,Prequel
5006,3752,Sequel
36466,34962,Prequel
4353,850,Parent story
95,80,Parent story
95,3963,Summary
95,3964,Summary
4026,1565,Parent story
4026,6178,Sequel
1172,535,Prequel
1172,866,Prequel
1172,4028,Sequel
31233,32543,Sequel
22763,3783,Side story
22763,14807,Side story
22763,22847,Other
8972,2046,Parent story
8972,2272,Parent story
36194,14629,Prequel
37600,34427,Prequel
1432,1412,Parent story
36261,18241,Parent story
36261,19535,Other
36261,37115,Alternative version
37511,34964,Other
2606,859,Parent story
37126,34978,Prequel
6904,777,Full story
13177,13179,Sequel
13177,13465,Alternative setting
1897,2028,Sequel
1897,2916,Alternative setting
1897,5395,Alternative setting
31231,31592,Parent story
328,23177,Side story
17989,17991,Prequel
22689,22687,Sequel
8815,7643,Parent story
1695,5900,Alternative version
1695,26283,Alternative version
33085,6658,Prequel
4975,9253,Alternative setting
4975,13599,Alternative setting
4975,30484,Alternative setting
4975,30485,Sequel
4975,34753,Alternative version
1064,2734,Sequel
1064,5658,Alternative version
1064,8666,Spin-off
34369,7175,Parent story
14741,15687,Side story
14741,15879,Side story
14741,16934,Sequel
14741,19021,Summary
33882,3545,Other
36616,32182,Full story
16169,23551,Sequel
763,712,Spin-off
763,764,Spin-off
763,1746,Spin-off
763,37395,Other
3486,890,Alternative setting
3486,2803,Alternative setting
3486,3325,Alternative setting
